//Scripts must contain 6 fields with a | character between them
1) messageBox containing the record to be checked
2) check type (contains, match, startsWith, endsWith, contains, startsAndEndsWith (in which case the string must also contain a # to indicate the break) or nothing)
3) value to be looked for in the messageBox
4) action to be taken (playVideo, playAudio, log)
5) Path to the data file required for the action (relative to main folder configured in #####) - paths can use either \ or / characters.

//Testing
//tb_Message1|contains|low|playAudio|Data\Audio\Flyby.wav|
tb_Message1|match|No hands are raised.|Load|Audio|[Audio.Buffer]|48000|Data/Voice/Narrator/bri0714.wav|
tb_Message1|match|Good. Let's bring those 'sports in clean.|playAudio|Data/Voice/Briefing/bri0715.wav|
tb_Message1|match|Squadron dismissed.|playAudio|Data/Voice/Briefing/bri0716.wav|

tb_Message1|match|We've got another Code Red situation here, people.|playAudio|Data/Voice/Briefing/bri0720.wav|
tb_Message1|match|As you know, we've dispatched most of our fighters to defend the colony on Hubble's Star IV.|playAudio|Data/Voice/Briefing/bri0721.wav|
tb_Message1|match|The main strength of the Kilrathi in system is now attacking Hubble's IV...|playAudio|Data/Voice/Briefing/bri0722.wav|
tb_Message1|match|...but thirty minutes ago, another flight of bogies jumped into the system.|playAudio|Data/Voice/Briefing/bri0723.wav|
tb_Message1|match|These vessels disappeared among asteroids about 50,000 klicks from our position.|playAudio|Data/Voice/Briefing/bri0724.wav|
tb_Message1|match|With most of our fighters away, we're especially vulnerable...|playAudio|Data/Voice/Briefing/bri0725.wav|
tb_Message1|match|...so I'm sending just one wing to recon these bogies...|playAudio|Data/Voice/Briefing/bri0726.wav|
tb_Message1|match|...and perhaps make a quick strike against them.|playAudio|Data/Voice/Briefing/bri0727.wav|
tb_Message1|startsAndEndsWith|#, you and Bossman are going to go see what's behind those asteroids.|playAudio|Data/Voice/Briefing/bri0728.wav|
tb_Message1|startsAndEndsWith|#, you are going to go see what's behind those asteroids.|playAudio|Data/Voice/Briefing/bri0729.wav|
tb_Message1|match|Computer, display Phi.|playAudio|Data/Voice/Briefing/bri0730.wav|
tb_Message1|match|The bogies were spotted at Nav 1... start looking for them there.|playAudio|Data/Voice/Briefing/bri0731.wav|
tb_Message1|match|Go see what they are, and evaluate any threat they pose to our position here.|playAudio|Data/Voice/Briefing/bri0732.wav|
tb_Message1|startsAndEndsWith|If the situation looks good, you can engage. #, that's your call.|playAudio|Data/Voice/Briefing/bri0733.wav|
tb_Message1|match|Once you've handled them, return to the 'Claw for reassignment.|playAudio|Data/Voice/Briefing/bri0734.wav|
tb_Message1|startsAndEndsWith|Any questions, #?|playAudio|Data/Voice/Briefing/bri0735.wav|
tb_Message1|match|Very well. Report directly to me when you return.|playAudio|Data/Voice/Briefing/bri0736.wav|
tb_Message1|match|Dismissed.|playAudio|Data/Voice/Briefing/bri0737.wav|

tb_Message1|match|All right, boys and girls. Welcome to Venice.|
Num|[Num.Mission]|CheckTypes.match|1|
tb_Message1|match|After extensive reconnaissance of this section of the Venice System...|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|As some of you have heard, we've pinpointed this system's Kilrathi base.|
Num|[Num.Mission]|CheckTypes.match|3|
tb_Message1|match|All right, people, this is the big one.|
Num|[Num.Mission]|CheckTypes.match|4|


tb_Message1|match|All right, boys and girls. Welcome to Venice.|playAudio|Data/Voice/Briefing/bri0741.wav|
tb_Message1|match|Confederate Sector Command believes this system is vital to the Kilrathi.|playAudio|Data/Voice/Briefing/bri0742.wav|
tb_Message1|match|Some intelligence reports indicate that Kilrathi High Command...|playAudio|Data/Voice/Briefing/bri0743.wav|
tb_Message1|match|...may be located in a starbase somewhere in this system.|playAudio|Data/Voice/Briefing/bri0744.wav|
tb_Message1|match|If that is the case, we need to find it as quickly as possible.|playAudio|Data/Voice/Briefing/bri0745.wav|
tb_Message1|match|We'll immediately commence an intensive schedule of recon patrols...|playAudio|Data/Voice/Briefing/bri0746.wav|
tb_Message1|match|...to identify all vessels and large objects in the system.|playAudio|Data/Voice/Briefing/bri0747.wav|
tb_Message1|match|The commander quickly assigns four wings to patrol missions.|playAudio|Data/Voice/Narrator/bri0748.wav|
tb_Message1|match|Yours is the fifth assignment.|playAudio|Data/Voice/Narrator/bri0749.wav|
tb_Message1|startsAndEndsWith|#, you'll lead Epsilon Wing. I'm putting Hunter with you.|playAudio|Data/Voice/Briefing/bri0750.wav|
tb_Message1|match|Glad to be on your wing, mate!|playAudio|Data/Voice/Hunter/bri0751.wav|
tb_Message1|match|Here's your route, gentlemen.|playAudio|Data/Voice/Briefing/bri0752.wav|
tb_Message1|match|Computer, display Epsilon.|playAudio|Data/Voice/Briefing/bri0753.wav|
tb_Message1|match|You'll fly a four-point patrol.|playAudio|Data/Voice/Briefing/bri0754.wav|
tb_Message1|match|At the first Nav Point, you'll fly by one of our own Exeters.|playAudio|Data/Voice/Briefing/bri0755.wav|
tb_Message1|match|From there on out, though, you'll be in unknown territory.|playAudio|Data/Voice/Briefing/bri0756.wav|
tb_Message1|match|Now there's a lot of debris floating around out there...|playAudio|Data/Voice/Briefing/bri0757.wav|
tb_Message1|match|...and we believe that a lot of it is going to be Kilrathi mines.|playAudio|Data/Voice/Briefing/bri0758.wav|
tb_Message1|match|You'll be flying near debris at Navs 1, 2, and 3, so be careful.|playAudio|Data/Voice/Briefing/bri0759.wav|
tb_Message1|match|And I want a report on the locations of any mine fields you encounter.|playAudio|Data/Voice/Briefing/bri0760.wav|
tb_Message1|startsAndEndsWith|Any questions, #? Hunter?|playAudio|Data/Voice/Briefing/bri0761.wav|
tb_Message1|match|What kind of enemy ships do you expect us to encounter?|playAudio|Data/Voice/Player/bri0762.wav|
tb_Message1|match|Since this is a major Kilrathi base system, we expect a strong enemy presence.|playAudio|Data/Voice/Briefing/bri0763.wav|
tb_Message1|match|You could meet almost anything out there.|playAudio|Data/Voice/Briefing/bri0764.wav|
tb_Message1|match|When we spot them, Colonel, do we mix it up?|playAudio|Data/Voice/Hunter/bri0765.wav|
tb_Message1|startsAndEndsWith|#'ll have to make that call...|playAudio|Data/Voice/Briefing/bri0766.wav|
tb_Message1|match|...but I'd recommend engaging anything up to a Ralari.|playAudio|Data/Voice/Briefing/bri0767.wav|
tb_Message1|match|Now, if there aren't any questions...|playAudio|Data/Voice/Briefing/bri0768.wav|
tb_Message1|match|All right, then. Squadron dismissed.|playAudio|Data/Voice/Briefing/bri0769.wav|

tb_Message1|match|After extensive reconnaissance of this section of the Venice System...|playAudio|Data/Voice/Briefing/bri0773.wav|
tb_Message1|match|...our patrols have located and identified a number of Kilrathi vessels.|playAudio|Data/Voice/Briefing/bri0774.wav|
tb_Message1|match|In our next several missions, we'll be engaging and destroying these ships.|playAudio|Data/Voice/Briefing/bri0775.wav|
tb_Message1|match|Our fighters will be working with fighters from the carrier Kyoto...|playAudio|Data/Voice/Briefing/bri0776.wav|
tb_Message1|match|...which has recently joined us in the Venice System.|playAudio|Data/Voice/Briefing/bri0777.wav|
tb_Message1|startsAndEndsWith|#, you're first up with Nu wing.|playAudio|Data/Voice/Briefing/bri0778.wav|
tb_Message1|match|I'll keep Hunter on your wing for now.|playAudio|Data/Voice/Briefing/bri0779.wav|
tb_Message1|match|You'll be going after a Fralthi with a couple of the Kyoto's fighters.|playAudio|Data/Voice/Briefing/bri0780.wav|
tb_Message1|match|Computer, display Nu.|playAudio|Data/Voice/Briefing/bri0781.wav|
tb_Message1|match|You'll rendezvous with two Rapiers, Foxtrot Wing, from the Kyoto, here.|playAudio|Data/Voice/Briefing/bri0782.wav|
tb_Message1|match|From this point, you'll proceed to Nav 1...|playAudio|Data/Voice/Briefing/bri0783.wav|
tb_Message1|match|...skirting the edge of an asteroid field.|playAudio|Data/Voice/Briefing/bri0784.wav|
tb_Message1|match|Then you'll head on to Nav 2, the last reported position of the Fralthi.|playAudio|Data/Voice/Briefing/bri0785.wav|
tb_Message1|match|She can't be far from this point, and she's an awfully big bogie.|playAudio|Data/Voice/Briefing/bri0786.wav|
tb_Message1|match|You shouldn't have any trouble finding her.|playAudio|Data/Voice/Briefing/bri0787.wav|
tb_Message1|match|Questions?|playAudio|Data/Voice/Briefing/bri0788.wav|
tb_Message1|match|I'd guess a Fralthi'd have a fighter escort, Colonel...|playAudio|Data/Voice/Hunter/bri0789.wav|
tb_Message1|match|Do I know what sort of fighter escort the Fralthi has with her?|playAudio|Data/Voice/Player/bri0790.wav|
tb_Message1|match|She'll be well-guarded. Tactical says to look for Gratha on wide patrol...|playAudio|Data/Voice/Briefing/bri0791.wav|
tb_Message1|match|...and either Salthi or Krant flying close escort.|playAudio|Data/Voice/Briefing/bri0792.wav|
tb_Message1|match|Anyone else?|playAudio|Data/Voice/Briefing/bri0793.wav|
tb_Message1|match|Have we gotten a position on the main Kilrathi base in the system, Colonel?|playAudio|Data/Voice/Bossman/bri0794.wav|
tb_Message1|match|Not yet, Kien, but Tactical's narrowed it down to a few possibilities.|playAudio|Data/Voice/Briefing/bri0795.wav|
tb_Message1|match|Have we gotten a fix on the main Kilrathi base in the system, Colonel?|playAudio|Data/Voice/Player/bri0796.wav|
tb_Message1|match|Not yet, 2ND LT., but Tactical's narrowed it down to a few possibilities.|playAudio|Data/Voice/Briefing/bri0797.wav|
tb_Message1|match|Not yet, 1ST LT., but Tactical's narrowed it down to a few possibilities.|playAudio|Data/Voice/Briefing/bri0798.wav|
tb_Message1|match|Not yet, CAPTAIN, but Tactical's narrowed it down to a few possibilities.|playAudio|Data/Voice/Briefing/bri0799.wav|
tb_Message1|match|Not yet, MAJOR, but Tactical's narrowed it down to a few possibilities.|playAudio|Data/Voice/Briefing/bri0800.wav|
tb_Message1|match|Not yet, LT. COL, but Tactical's narrowed it down to a few possibilities.|playAudio|Data/Voice/Briefing/bri0801.wav|
tb_Message1|match|Not yet, COL, but Tactical's narrowed it down to a few possibilities.|playAudio|Data/Voice/Briefing/bri0802.wav|
tb_Message1|match|If that's it, then let's get into space.|playAudio|Data/Voice/Briefing/bri0803.wav|
tb_Message1|match|Squadron dismissed.|playAudio|Data/Voice/Briefing/bri0804.wav|

tb_Message1|match|As some of you have heard, we've pinpointed this system's Kilrathi base.|playAudio|Data/Voice/Briefing/bri0808.wav|
tb_Message1|match|The Tiger's Claw will begin to move into position to strike that base.|playAudio|Data/Voice/Briefing/bri0809.wav|
tb_Message1|match|Because Venice is a vital Kilrathi system...|playAudio|Data/Voice/Briefing/bri0810.wav|
tb_Message1|match|...we expect significant resistance as we move the Claw into position.|playAudio|Data/Voice/Briefing/bri0811.wav|
tb_Message1|match|For that reason, I'll be dispatching wings to fly on her flanks...|playAudio|Data/Voice/Briefing/bri0812.wav|
tb_Message1|match|...to head off any attacks from the sides as we move.|playAudio|Data/Voice/Briefing/bri0813.wav|
tb_Message1|match|The colonel assigns wings to fly above, below, and to port of the Claw.|playAudio|Data/Voice/Narrator/bri0814.wav|
tb_Message1|startsAndEndsWith|#, you'll guard our starboard side.|playAudio|Data/Voice/Briefing/bri0815.wav|
tb_Message1|match|Hunter will fly your wing again on this mission.|playAudio|Data/Voice/Briefing/bri0816.wav|
tb_Message1|match|Here's your route...|playAudio|Data/Voice/Briefing/bri0817.wav|
tb_Message1|match|Computer, display Phi.|playAudio|Data/Voice/Briefing/bri0818.wav|
tb_Message1|match|This is essentially a three-point patrol...|playAudio|Data/Voice/Briefing/bri0819.wav|
tb_Message1|match|...except that you'll rendezvous with the Tiger's Claw at Nav 3...|playAudio|Data/Voice/Briefing/bri0820.wav|
tb_Message1|match|...instead of returning to the Claw's original position.|playAudio|Data/Voice/Briefing/bri0821.wav|
tb_Message1|match|Be on the lookout for any enemy vessels in the area.|playAudio|Data/Voice/Briefing/bri0822.wav|
tb_Message1|match|It's safe to assume any Kilrathi you see is headed to attack the Claw...|playAudio|Data/Voice/Briefing/bri0823.wav|
tb_Message1|match|...so your orders are to immediately engage and destroy all enemy ships.|playAudio|Data/Voice/Briefing/bri0824.wav|
tb_Message1|match|Any questions?|playAudio|Data/Voice/Briefing/bri0825.wav|
tb_Message1|match|What kind of opposition are we looking at on this one, sir?|playAudio|Data/Voice/Player/bri0826.wav|
tb_Message1|startsAndEndsWith|Hard to say, #. This is a crucial base for the Kilrathi...|playAudio|Data/Voice/Briefing/bri0827.wav|
tb_Message1|match|...so they'll send their best to defend it.|playAudio|Data/Voice/Briefing/bri0828.wav|
tb_Message1|match|Dakhath Deathsroke is supposed to be here, so I'd be watching for him.|playAudio|Data/Voice/Briefing/bri0829.wav|
tb_Message1|match|Now, if that's all the questions...|playAudio|Data/Voice/Briefing/bri0830.wav|
tb_Message1|match|All right, then. Squadron dismissed.|playAudio|Data/Voice/Briefing/bri0831.wav|

tb_Message1|match|All right, people, this is the big one.|playAudio|Data/Voice/Briefing/bri0835.wav|
tb_Message1|match|We've discovered that the enemy base here in the Venice System...|playAudio|Data/Voice/Briefing/bri0836.wav|
tb_Message1|match|...is the Kilrathi High Command for this entire sector.|playAudio|Data/Voice/Briefing/bri0837.wav|
tb_Message1|match|We'll be moving in for the final assault on the starbase today.|playAudio|Data/Voice/Briefing/bri0838.wav|
tb_Message1|match|The Kilrathi will expect us to come in with all of our capital ships.|playAudio|Data/Voice/Briefing/bri0839.wav|
tb_Message1|match|That means they'll be looking for us in a few hours.|playAudio|Data/Voice/Briefing/bri0840.wav|
tb_Message1|match|Tactical has determined that if we send in a handful of starfighters...|playAudio|Data/Voice/Briefing/bri0841.wav|
tb_Message1|match|...we'll be able to hit them before they've gathered around the base.|playAudio|Data/Voice/Briefing/bri0842.wav|
tb_Message1|match|We'll send several wings to punch through the perimeter to the base.|playAudio|Data/Voice/Briefing/bri0843.wav|
tb_Message1|match|Here are the assignments for each wing...|playAudio|Data/Voice/Briefing/bri0844.wav|
tb_Message1|match|The colonel quickly runs through the wings of Black Lion Squadron.|playAudio|Data/Voice/Narrator/bri0845.wav|
tb_Message1|startsAndEndsWith|#, you and Hunter will head straight in, along this route...|playAudio|Data/Voice/Briefing/bri0846.wav|
tb_Message1|startsAndEndsWith|#, you'll head straight in, along this route...|playAudio|Data/Voice/Briefing/bri0847.wav|
tb_Message1|match|Computer, display Omega.|playAudio|Data/Voice/Briefing/bri0848.wav|
tb_Message1|match|Your first objective is the Fralthi-class light cruiser at Nav 1.|playAudio|Data/Voice/Briefing/bri0849.wav|
tb_Message1|match|She'll have fighter escort as well...|playAudio|Data/Voice/Briefing/bri0850.wav|
tb_Message1|match|...but you're just to slip past them--don't stick around to dogfight.|playAudio|Data/Voice/Briefing/bri0851.wav|
tb_Message1|match|Then its on to the Kilrathi base, here at Nav 2.|playAudio|Data/Voice/Briefing/bri0852.wav|
tb_Message1|match|There will be lots of fighters around the base, but try to ignore them.|playAudio|Data/Voice/Briefing/bri0853.wav|
tb_Message1|match|You're main objective is to take out that base.|playAudio|Data/Voice/Briefing/bri0854.wav|
tb_Message1|match|Questions?|playAudio|Data/Voice/Briefing/bri0855.wav|
tb_Message1|match|What are we supposed to take the base out with, anyway, Colonel?|playAudio|Data/Voice/Hunter/bri0856.wav|
tb_Message1|match|What am I supposed to hit the base with, sir?|playAudio|Data/Voice/Player/bri0857.wav|
tb_Message1|match|Your missiles. Save them for the base...|playAudio|Data/Voice/Briefing/bri0858.wav|
tb_Message1|match|...because your ship's guns will be useless against anything that big.|playAudio|Data/Voice/Briefing/bri0859.wav|
tb_Message1|match|Anyone else?|playAudio|Data/Voice/Briefing/bri0860.wav|
tb_Message1|match|All right, then. Let's get to work.|playAudio|Data/Voice/Briefing/bri0861.wav|
tb_Message1|match|Squadron dismissed.|playAudio|Data/Voice/Briefing/bri0862.wav|

tb_Message1|match|I don't have to tell you that our backs are against the wall here...|
Num|[Num.Mission]|CheckTypes.match|1|
tb_Message1|match|The situation is getting worse, people.|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|I know everyone's giving all they've got...|
Num|[Num.Mission]|CheckTypes.match|3|
tb_Message1|match|Well, ladies and gentlemen, it's all over.|
Num|[Num.Mission]|CheckTypes.match|4|


tb_Message1|match|I don't have to tell you that our backs are against the wall here...|playAudio|Data/Voice/Briefing/bri0866.wav|
tb_Message1|match|Of all the systems the Confederation held in Vega Sector...|playAudio|Data/Voice/Briefing/bri0867.wav|
tb_Message1|match|...only Hell's Kitchen, Planck's Star and Alliance are still ours.|playAudio|Data/Voice/Briefing/bri0868.wav|
tb_Message1|match|We've got refugee ships coming in from all over the sector.|playAudio|Data/Voice/Briefing/bri0869.wav|
tb_Message1|match|For the next few days, we'll be busy making sure they arrive safely.|playAudio|Data/Voice/Briefing/bri0870.wav|
tb_Message1|startsAndEndsWith|# and Hunter will take the the first run...|playAudio|Data/Voice/Briefing/bri0871.wav|
tb_Message1|startsAndEndsWith|#, you'll take the first run...|playAudio|Data/Voice/Briefing/bri0872.wav|
tb_Message1|match|Here's your flight plan...|playAudio|Data/Voice/Briefing/bri0873.wav|
tb_Message1|match|You'll fly to Nav 1 to meet a Drayman jumping in from Chengdu.|playAudio|Data/Voice/Briefing/bri0874.wav|
tb_Message1|match|Bring her straight back here to the Claw.|playAudio|Data/Voice/Briefing/bri0875.wav|
tb_Message1|match|She'll be heavy with passengers, so she'll be moving slow.|playAudio|Data/Voice/Briefing/bri0876.wav|
tb_Message1|startsAndEndsWith|That 'sport will be carrying hundreds of civilian refugees, #.|playAudio|Data/Voice/Briefing/bri0877.wav|
tb_Message1|match|I'm talking about children and old people...|playAudio|Data/Voice/Briefing/bri0878.wav|
tb_Message1|match|...not trained soldiers or mercenaries.|playAudio|Data/Voice/Briefing/bri0879.wav|
tb_Message1|match|So I want you to be very careful on this one.|playAudio|Data/Voice/Briefing/bri0880.wav|
tb_Message1|match|The colonel quickly runs over the remaining assignments.|playAudio|Data/Voice/Narrator/bri0881.wav|
tb_Message1|match|One more thing, people...|playAudio|Data/Voice/Briefing/bri0882.wav|
tb_Message1|match|We know there is at least one Kilrathi cruiser already in this system.|playAudio|Data/Voice/Briefing/bri0883.wav|
tb_Message1|match|We expect the enemy patrols near jump points to be heavy.|playAudio|Data/Voice/Briefing/bri0884.wav|
tb_Message1|match|We believe several Kilrathi aces are on board...|playAudio|Data/Voice/Briefing/bri0885.wav|
tb_Message1|match|...including Khajja the Fang, whom some you have already met.|playAudio|Data/Voice/Briefing/bri0886.wav|
tb_Message1|match|Bloody glad to hear it! I'll be glad to have another go at him!|playAudio|Data/Voice/Paladin/bri0887.wav|
tb_Message1|match|So everyone look alert out there.|playAudio|Data/Voice/Briefing/bri0888.wav|
tb_Message1|match|Squadron dismissed.|playAudio|Data/Voice/Briefing/bri0889.wav|

tb_Message1|match|The situation is getting worse, people.|playAudio|Data/Voice/Briefing/bri0893.wav|
tb_Message1|match|The Confederation's lost Planck's Star...|playAudio|Data/Voice/Briefing/bri0894.wav|
tb_Message1|match|...and the Kilrathi forces there will be headed for us next.|playAudio|Data/Voice/Briefing/bri0895.wav|
tb_Message1|match|Since we're expecting an increased hostile presence...|playAudio|Data/Voice/Briefing/bri0896.wav|
tb_Message1|match|...we'll send wings to recon every bogie in the system.|playAudio|Data/Voice/Briefing/bri0897.wav|
tb_Message1|startsAndEndsWith|#, we've got a half-dozen bogies circling about 85,000 klicks out.|playAudio|Data/Voice/Briefing/bri0898.wav|
tb_Message1|match|I want you and Hunter to go check them out.|playAudio|Data/Voice/Briefing/bri0899.wav|
tb_Message1|match|I want you to go check them out.|playAudio|Data/Voice/Briefing/bri0900.wav|
tb_Message1|match|Computer, display Theta.|playAudio|Data/Voice/Briefing/bri0901.wav|
tb_Message1|match|They're circling a point here, at Nav 1.|playAudio|Data/Voice/Briefing/bri0902.wav|
tb_Message1|match|It looks like they're waiting for something to jump in.|playAudio|Data/Voice/Briefing/bri0903.wav|
tb_Message1|match|It could be just a tanker or a 'sport...|playAudio|Data/Voice/Briefing/bri0904.wav|
tb_Message1|match|...but it might be the first of the Kilrathi warships from Planck's.|playAudio|Data/Voice/Briefing/bri0905.wav|
tb_Message1|match|Do we engage, colonel, or is this strictly recon?|playAudio|Data/Voice/Player/bri0906.wav|
tb_Message1|match|Do we make a play for 'er, colonel, or is this just a look-see?|playAudio|Data/Voice/Hunter/bri0907.wav|
tb_Message1|startsAndEndsWith|You'll have to make the call, #, but I'd say engage.|playAudio|Data/Voice/Briefing/bri0908.wav|
tb_Message1|match|If it turns out to be a Fralthi...|  Load|Audio|[Audio.Buffer]|48000|Data/Voice/Briefing/bri0909.wav|
tb_Message1|match|...she'll never be as vulnerable as when she first jumps in.|  Load|Audio|[Audio.Buffer]|48000|Data/Voice/Briefing/bri0910.wav|
tb_Message1|match|Anything else?|  Load|Audio|[Audio.Buffer]|48000|Data/Voice/Briefing/bri0911.wav|
tb_Message1|match|All right, then, let's get out into space.|  Load|Audio|[Audio.Buffer]|48000|Data/Voice/Briefing/bri0912.wav|
tb_Message1|match|Squadron dismissed.|  Load|Audio|[Audio.Buffer]|48000|Data/Voice/Briefing/bri0913.wav|

tb_Message1|match|I know everyone's giving all they've got...|playAudio|Data/Voice/Briefing/bri0917.wav|
tb_Message1|match|...but the Kilrathi keep throwing more at us.|playAudio|Data/Voice/Briefing/bri0918.wav|
tb_Message1|match|Sector Command has ordered the evacuation of civilians from Hell's Kitchen.|playAudio|Data/Voice/Briefing/bri0919.wav|
tb_Message1|match|I thought they were evacuating people to Hell's Kitchen, sir, not from it...|playAudio|Data/Voice/Player/bri0920.wav|
tb_Message1|startsAndEndsWith|They were, #. But the Kitchen turned out to be just a stopover.|playAudio|Data/Voice/Briefing/bri0921.wav|
tb_Message1|match|So it's our job to hold the system as best we can...|playAudio|Data/Voice/Briefing/bri0922.wav|
tb_Message1|match|...to cover the Confederate retreat.|playAudio|Data/Voice/Briefing/bri0923.wav|
tb_Message1|match|Right now, several of our vessels are under attack around the system.|playAudio|Data/Voice/Briefing/bri0924.wav|
tb_Message1|match|We'll be sending wings out to help in their defense.|playAudio|Data/Voice/Briefing/bri0925.wav|
tb_Message1|startsAndEndsWith|#, you'll fly Mu Wing to assist an Exeter-class Destroyer.|playAudio|Data/Voice/Briefing/bri0926.wav|
tb_Message1|match|Hunter will fly on your wing again.|playAudio|Data/Voice/Briefing/bri0927.wav|
tb_Message1|match|Once more into the breach, mate!|playAudio|Data/Voice/Hunter/bri0928.wav|
tb_Message1|match|Here's the situation...|playAudio|Data/Voice/Briefing/bri0929.wav|
tb_Message1|match|The Exeter is currently at Nav 1...|playAudio|Data/Voice/Briefing/bri0930.wav|
tb_Message1|match|You'll head straight for her, and help in her defense.|playAudio|Data/Voice/Briefing/bri0931.wav|
tb_Message1|match|She's under attack by at least four Dralthi...|playAudio|Data/Voice/Briefing/bri0932.wav|
tb_Message1|match|...apparantly led by the Deathstroke, Dakhath.|playAudio|Data/Voice/Briefing/bri0933.wav|
tb_Message1|match|So I want you to get over to that Exeter as fast as you can.|playAudio|Data/Voice/Briefing/bri0934.wav|
tb_Message1|match|If you're intercepted, simply evade and proceed to Nav 1.|playAudio|Data/Voice/Briefing/bri0935.wav|
tb_Message1|match|You are not to engage any enemy vessels en route, understand?|playAudio|Data/Voice/Briefing/bri0936.wav|
tb_Message1|match|Aw, colonel, that takes the fun out of it!|playAudio|Data/Voice/Hunter/bri0937.wav|
tb_Message1|match|I understand, sir. No distractions, no delays.|playAudio|Data/Voice/Player/bri0938.wav|
tb_Message1|match|Good. Any last questions?|playAudio|Data/Voice/Briefing/bri0939.wav|
tb_Message1|match|All right, then. Let's get out there.|playAudio|Data/Voice/Briefing/bri0940.wav|
tb_Message1|match|Squadron dismissed.|playAudio|Data/Voice/Briefing/bri0941.wav|

tb_Message1|match|Well, ladies and gentlemen, it's all over.|playAudio|Data/Voice/Briefing/bri0945.wav|
tb_Message1|match|The last refugee transport has left Hell's Kitchen for the Home Worlds...|playAudio|Data/Voice/Briefing/bri0946.wav|
tb_Message1|match|...and we've been ordered to pull out of the Vega Sector.|playAudio|Data/Voice/Briefing/bri0947.wav|
tb_Message1|match|The entire Confederate fleet is falling back to Proxima Centauri...|playAudio|Data/Voice/Briefing/bri0948.wav|
tb_Message1|match|...to prepare for the defense of Deneb Sector.|playAudio|Data/Voice/Briefing/bri0949.wav|
tb_Message1|match|I need a volunteer wing to fly a mission that may well be suicide.|playAudio|Data/Voice/Briefing/bri0950.wav|
tb_Message1|match|I won't ask for volunteers until I've briefed you all on the mission.|playAudio|Data/Voice/Briefing/bri0951.wav|
tb_Message1|match|Computer, display Psi.|playAudio|Data/Voice/Briefing/bri0952.wav|
tb_Message1|match|The Tiger's Claw is currently here.|playAudio|Data/Voice/Briefing/bri0953.wav|
tb_Message1|match|There's a Kilrathi destroyer -- a Ralari -- near Nav 1, here, and closing.|playAudio|Data/Voice/Briefing/bri0954.wav|
tb_Message1|match|The Tiger's Claw is headed for her jump point here, at Nav 2.|playAudio|Data/Voice/Briefing/bri0955.wav|
tb_Message1|match|There are dozens of enemy fighters in the area.|playAudio|Data/Voice/Briefing/bri0956.wav|
tb_Message1|match|I need someone to head off the Ralari, and detain or destroy her...|playAudio|Data/Voice/Briefing/bri0957.wav|
tb_Message1|match|...while the Claw prepares for her jump.|playAudio|Data/Voice/Briefing/bri0958.wav|
tb_Message1|match|I want to point out that there are no guarantees on this one.|playAudio|Data/Voice/Briefing/bri0959.wav|
tb_Message1|match|The Tiger's Claw won't be able to wait for you once she's ready to jump.|playAudio|Data/Voice/Briefing/bri0960.wav|
tb_Message1|match|Whoever volunteers stands a good chance of being left behind...|playAudio|Data/Voice/Briefing/bri0961.wav|
tb_Message1|match|I'll do it, sir. I'll take that chance.|playAudio|Data/Voice/Player/bri0962.wav|
tb_Message1|match|That's the spirit, mate!|playAudio|Data/Voice/Hunter/bri0963.wav|
tb_Message1|match|Colonel, I want to fly his wing.|playAudio|Data/Voice/Hunter/bri0964.wav|
tb_Message1|match|All right, then. It's decided.|playAudio|Data/Voice/Briefing/bri0965.wav|
tb_Message1|match|This is a very brave gesture. Good luck out there, gentlemen.|playAudio|Data/Voice/Briefing/bri0966.wav|
tb_Message1|match|This is a very brave gesture, 2ND LT. Good luck out there.|playAudio|Data/Voice/Briefing/bri0967.wav|
tb_Message1|match|This is a very brave gesture, 1ST LT. Good luck out there.|playAudio|Data/Voice/Briefing/bri0968.wav|
tb_Message1|match|This is a very brave gesture, CAPTAIN. Good luck out there.|playAudio|Data/Voice/Briefing/bri0969.wav|
tb_Message1|match|This is a very brave gesture, MAJOR. Good luck out there.|playAudio|Data/Voice/Briefing/bri0970.wav|
tb_Message1|match|This is a very brave gesture, LT COL. Good luck out there.|playAudio|Data/Voice/Briefing/bri0971.wav|
tb_Message1|match|This is a very brave gesture, COL. Good luck out there.|playAudio|Data/Voice/Briefing/bri0972.wav|
tb_Message1|match|Squadron dismissed.|playAudio|Data/Voice/Briefing/bri0973.wav|

If|String|[String.System]|CheckTypes.match|Enyo|
If|String|[String.System]|CheckTypes.match|McAuliffe|
If|String|[String.System]|CheckTypes.match|Gateway|
If|String|[String.System]|CheckTypes.match|Gimle|
If|String|[String.System]|CheckTypes.match|Chengdu|
If|String|[String.System]|CheckTypes.match|Brimstone|
If|String|[String.System]|CheckTypes.match|Dakota|
If|String|[String.System]|CheckTypes.match|Port Hedland|
If|String|[String.System]|CheckTypes.match|Kurasawa|
If|String|[String.System]|CheckTypes.match|Rostov|
If|String|[String.System]|CheckTypes.match|Hubble Star|
If|String|[String.System]|CheckTypes.match|Venice|
If|String|[String.System]|CheckTypes.match|Hell's Kitchen|

tb_Message1|startsAndEndsWith|Welcome back, #. Looks like you survived your first trip out.|
Num|[Num.Mission]|CheckTypes.match|1|
tb_Message1|match|I see you made it back... barely.|
Num|[Num.Mission]|CheckTypes.match|1|
tb_Message1|startsAndEndsWith|Good job out there, #.|
Num|[Num.Mission]|CheckTypes.match|2|
